GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
G3405	-3.86258	9.80E-16	GSE121212	L_N	Down	no	no	no	no	Human
G34082	2.257317	1.87E-08	GSE121212	L_N	Up	no	no	no	no	Human
G34083	3.41201	8.90E-08	GSE121212	L_N	Up	no	no	no	no	Human
G34162	2.646698	2.95E-22	GSE121212	L_N	Up	no	no	no	no	Human
G35308	-2.40577	0.000135	GSE121212	L_N	Down	no	no	no	no	Human
G35484	6.389064	8.44E-31	GSE121212	L_N	Up	no	no	no	no	Human
G36419	-2.43626	4.35E-09	GSE121212	L_N	Down	no	no	no	no	Human
G36656	2.076571	0.018384	GSE121212	L_N	Up	no	no	no	no	Human
G3793	-3.5576	4.21E-29	GSE121212	L_N	Down	no	no	no	no	Human
G39634	4.092756	2.73E-35	GSE121212	L_N	Up	no	no	no	no	Human
G39805	-3.20931	6.83E-14	GSE121212	L_N	Down	no	no	no	no	Human
G40138	-4.61112	3.88E-16	GSE121212	L_N	Down	no	no	no	no	Human
G4024	2.236691	1.21E-06	GSE121212	L_N	Up	no	no	no	no	Human
G41001	3.218165	5.86E-34	GSE121212	L_N	Up	no	no	no	no	Human
G41767	-2.10311	0.000227	GSE121212	L_N	Down	no	no	no	no	Human
G43312	-2.68204	7.35E-13	GSE121212	L_N	Down	no	no	no	no	Human
G43485	-2.74332	7.12E-06	GSE121212	L_N	Down	no	no	no	no	Human
G43605	2.299859	0.012491	GSE121212	L_N	Up	no	no	no	no	Human
G5664	-3.64234	1.62E-08	GSE121212	L_N	Down	no	no	no	no	Human
G7779	3.956173	2.35E-28	GSE121212	L_N	Up	no	no	no	no	Human
G8260	2.991248	8.79E-09	GSE121212	L_N	Up	no	no	no	no	Human
GPC5_AS2	-2.80453	1.28E-07	GSE121212	L_N	Down	no	no	no	no	Human
GPR110	2.49	0.0031	GSE140227	L_N	Up	no	no	no	no	Human
GPR110	2.49	0.0031	GSE140227	L_N	Up	no	no	no	no	Human
GPR110	2.49	0.0031	GSE140227	L_N	Up	no	no	no	no	Human
GPR110	2.49	0.0031	GSE140227	L_N	Up	no	no	no	no	Human
GPR112	2.252824	0.002366	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
GPR149	2.418338	3.14E-08	GSE121212	L_N	Up	no	no	no	no	Human
GPR98	3.901449	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
GPR98	2.22376	0.042802	GSE6012_NL	NL_N	Up	no	no	no	no	Human
HSPD1P3	4.370696	3.95E-09	GSE121212	L_N	Up	no	no	no	no	Human
IGFL2	-2.68	2.30E-06	GSE32924	L_N	Down	no	no	no	no	Human
IGFL4	2.544523	3.88E-32	GSE121212	L_N	Up	no	no	no	no	Human
IGKV2_24	-2.87604	5.41E-05	GSE121212	L_N	Down	no	no	no	no	Human
IGKV6_21	-2.57585	1.76E-05	GSE121212	L_N	Down	no	no	no	no	Human
IGLV1_40	-2.29097	0.041842	GSE121212	L_N	Down	no	no	no	no	Human
IL1F8	2.775373	0.009605	GSE6012_L	L_N	Up	no	no	no	no	Human
IL1F8	2.53064	0.003729	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
IL26	4.532362	2.71E-21	GSE121212	L_N	Up	no	no	no	no	Human
IL26	4.691217	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
IL26	3.10246	0.011134	GSE6012_NL	NL_N	Up	no	no	no	no	Human
IL8	10.17983	0.001919	GSE6012_L	L_N	Up	no	no	no	no	Human
IL8	8.90208	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
IL8	5.270975	0.025696	GSE6012_L	L_N	Up	no	no	no	no	Human
IL8	8.244961	0.002366	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
IL8	6.122124	0.010747	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
IL8	5.734618	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
INDO	3.754688	0.0027	GSE6012_L	L_N	Up	no	no	no	no	Human
INDO	3.468244	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
IQCF2	2.3558	0.019631	GSE6012_NL	NL_N	Up	no	no	no	no	Human
KB_1410C5.1	-2.33001	5.46E-07	GSE121212	L_N	Down	no	no	no	no	Human
KB_1410C5.2	-3.14295	3.07E-12	GSE121212	L_N	Down	no	no	no	no	Human
KB_1410C5.3	-3.47017	5.61E-36	GSE121212	L_N	Down	no	no	no	no	Human
KRT16P5	2.965482	3.30E-12	GSE121212	L_N	Up	no	no	no	no	Human
KRT31 /// KRT33A /// KRT33B /// KRT34	2.634322	0.010747	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
KRT37	6.55755	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
KRT37	2.962704	0.029295	GSE6012_NL	NL_N	Up	no	no	no	no	Human
KRT43P	-2.01859	2.45E-05	GSE121212	L_N	Down	no	no	no	no	Human
KRTAP5-2	2.22	0.012	GSE75890	L_N	Up	no	no	no	no	Human
KRTAP5-3	2.01	0.014	GSE75890	L_N	Up	no	no	no	no	Human
KRTAP5-8	2	0.061	GSE75890	L_N	Up	no	no	no	no	Human
LA16c_325D7.1	2.029329	0.00013	GSE121212	L_N	Up	no	no	no	no	Human
LECT1	2.793397	0.0027	GSE6012_L	L_N	Up	no	no	no	no	Human
LINC00302	-3.74	3.40E-06	GSE16161	L_N	Down	no	no	no	no	Human
LINC00302	-2.43	0.0014	GSE32924	L_N	Down	no	no	no	no	Human
LINC00330	-2.15867	0.001661	GSE121212	L_N	Down	no	no	no	no	Human
LINC01010	2.295396	1.96E-31	GSE121212	L_N	Up	no	no	no	no	Human
LINC01020	-2.0111	5.18E-07	18_L	L_N	Down	no	no	no	no	Human
LINC01153	-2.38065	0.000868	GSE121212	L_N	Down	no	no	no	no	Human
LINC01206	4.419635	3.87E-14	GSE121212	L_N	Up	no	no	no	no	Human
LINC01206	2.78	0.0069	GSE140227	L_N	Up	no	no	no	no	Human
LINC01206	2.78	0.0069	GSE140227	L_N	Up	no	no	no	no	Human
LINC01215	4.824041	3.89E-31	GSE121212	L_N	Up	no	no	no	no	Human
LINC01219	-2.07345	5.11E-06	GSE121212	L_N	Down	no	no	no	no	Human
LINC01251	2.016234	4.81E-05	GSE121212	L_N	Up	no	no	no	no	Human
LINC01254	-2.08333	1.03E-38	GSE121212	L_N	Down	no	no	no	no	Human
LINC01272	2.016246	2.13E-29	18_L	L_N	Up	no	no	no	no	Human
LINC01446	-3.4548	0.003056	GSE121212	L_N	Down	no	no	no	no	Human
LINC01698	-2.46	0.019	GSE75890	L_N	Down	no	no	no	no	Human
LOC100130476	-2.12	5.20E-05	GSE32924	L_N	Down	no	no	no	no	Human
LOC102724427	-2.66	3.80E-05	GSE75890	L_N	Down	no	no	no	no	Human
LOC105373098	2.03	0.00059	GSE75890	L_N	Up	no	no	no	no	Human
LOC107984005	-2.09	0.002	GSE75890	L_N	Down	no	no	no	no	Human
LOC157273	-2.3875	7.75E-12	18_L	L_N	Down	no	no	no	no	Human
LOC401134	-2.24427	2.02E-11	18_L	L_N	Down	no	no	no	no	Human
LOC403530	2.077075	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC448801	2.507486	0.001611	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC448801	2.259051	0.000537	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC474570	2.893567	0.001871	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC474634	2.509526	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC474642	2.273041	0.009605	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC474642	2.129003	0.022486	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC474769	2.35846	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC474811	2.000711	0.042802	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC474811	2.225128	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC474990	2.139638	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475044 /// LOC476099 /// LOC477645 /// LOC477765 /// LOC481926 /// LOC482001 /// LOC484696 /// LOC484708 /// LOC486707 /// LOC487279 /// LOC487696 /// LOC488116 /// LOC488418 /// LOC490392 /// LOC607098 /// LOC607099 /// LOC607332 /// LOC607525 /// LOC607650 /// LOC608035 /// LOC608117 /// LOC608729 /// LOC608917 /// LOC609099 /// LOC609171 /// LOC612480 /// LOC612482	2.026586	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475044 /// LOC481926 /// LOC484708 /// LOC487279 /// LOC488418 /// LOC490392 /// LOC608729 /// LOC609171	2.176701	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475066	2.21745	0.019631	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC475157	2.100897	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475367	2.075125	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475367	2.407027	0.001128	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475367	2.8688	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475367	2.071947	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475383	2.232494	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475690	3.372689	0.003729	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475790	2.278419	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC475790	2.402455	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC475790	2.115664	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC476029	2.685431	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC476059	2.071602	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC476149	2.677367	0.011134	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC476380	2.317306	0.007096	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC476920	2.042142	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC477355	2.512846	0.017634	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC477770 /// PECR	2.276852	0.001871	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC477792	2.110517	0.03332	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC477853	2.599968	0.037678	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC478102	2.461773	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478182	2.00799	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478212 /// LOC479765	2.236002	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478287	9.941882	0.000365	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478287	6.683578	0.000246	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478287	6.232193	0.000941	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478287	4.957553	0.001871	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478287	4.123613	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478287	4.04556	0.004649	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478335	2.416108	0.007096	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC478335	2.253244	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478411	2.511167	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478488	2.04293	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478692	2.111221	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478705	2.003957	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC478994	2.252656	0.022486	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479089	2.492365	0.037809	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC479268	3.695329	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC479268	3.208869	0.017634	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC479290	2.469315	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479329	2.287936	0.000246	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479329	2.088584	0.00135	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479330	2.617889	0.022486	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479330	2.624526	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC479340	2.004334	0.000649	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479458	2.257697	0.0003	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479458	2.033069	0.0003	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479772	2.315786	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479934	2.077287	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479934	2.521661	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC479934	2.606171	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC480186	2.010561	0.002279	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC480336	2.366612	0.003762	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480336	2.551412	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480336	2.129956	0.001474	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC480351	2.29701	0.03329	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480432	2.256149	0.025696	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC480601	2.388347	0.000164	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480601	2.115307	8.74E-05	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480602	2.675832	0.000201	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480602	2.346652	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC480675	2.076591	0.048341	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC480692	2.087044	0.011134	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480785	2.094386	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC480785	2.232703	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC480882	2.230778	0.022486	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC481649	3.155216	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC481663	2.093253	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC481715	2.282889	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC482058	3.128296	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC482225	2.312881	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC482225	2.212991	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC482236	2.006556	0.03332	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC482273 /// LOC611583	2.055775	0.004649	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC482428	2.224283	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC482428	2.137255	0.004649	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC482436	14.40974	0.009605	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC482436	11.404	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC483398	2.09585	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC483406	3.163197	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC483484	2.00869	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484191	2.29936	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484264	2.211342	0.025696	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC484384	2.993691	0.000941	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC484645	2.181006	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484715	2.404189	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484866	2.432729	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC484866	2.864428	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484879	2.649135	0.02313	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC484879	2.289226	0.048341	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC484882	2.488204	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC484914	2.217392	0.009605	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485096	2.006853	0.001128	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485143	2.41603	0.049555	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485295	2.718594	0.004425	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC485316	2.18361	0.048341	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC485325 /// LOC610911	2.198668	0.022486	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC485416	2.645621	0.005192	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485435	2.178852	0.003762	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485452	3.073684	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC485516	2.269913	0.019631	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC485714	2.024391	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC485822	2.099864	0.006077	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC485909	2.447572	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC486036	3.238054	0.005184	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC486384	3.330342	0.014855	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC486404	2.248014	0.009605	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC486484	3.375385	0.042447	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC486484	3.721552	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC486528	2.21656	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC486528	2.490751	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC486528	2.077534	0.001871	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC486528	2.548075	0.001871	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC486692 /// LOC609192 /// LOC611332	2.368691	0.022486	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC486877	2.205838	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC487017	3.37198	0.00135	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC487017	2.507165	0.002366	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC487760	2.240349	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC487808	2.073941	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC487854	3.159755	0.007096	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC487854	3.422459	0.010747	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC487998	2.370217	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC487998	2.365656	0.03332	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC488149	3.048333	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC488734	2.169383	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC488882	2.512945	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC488882	3.358432	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC489001	2.015355	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC489394	2.191511	0.019631	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC489675	3.518839	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC489923	2.661527	0.025696	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC489923	2.593505	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC490039	3.184818	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC490060	2.363516	0.0027	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490132	2.162169	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490132	2.811849	7.06E-05	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490390	2.110688	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC490524	2.221266	0.019631	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490554	2.041666	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490554	2.212417	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490554	2.881462	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC490554	2.184735	0.019631	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC490595	2.425486	0.035985	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC490814	2.239586	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC490959	2.242887	0.001611	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC491203	2.061157	0.008266	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC491270	2.028141	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC491323	2.213568	0.007096	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC491391 /// LOC491686 /// LOC607996 /// LOC608202 /// LOC608379 /// LOC609845 /// LOC610282 /// LOC611902	2.456661	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC491434	3.244356	7.06E-05	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC491434	2.217916	0.011134	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC491504	2.282871	0.02313	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC491504	3.854861	0.000782	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC491518	2.012007	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC491958	2.783546	0.006077	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC492026	2.25803	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC492268	2.04999	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC492268	2.188221	0.017097	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC606794	2.038652	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC606828	2.112252	0.019631	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC606828	3.242992	0.001474	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC606870	2.398817	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC606998	2.184574	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC607055	2.191804	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC607091	2.326926	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC607323	2.580264	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC607366	2.287822	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC607396	2.630849	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC607627	2.968278	0.046399	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC607729	3.700105	0.015906	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC607855	2.442034	0.042802	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC607855	3.487097	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608003	2.028726	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC608057	2.937088	0.000649	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC608072	3.358334	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC608072	2.5336	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608177	2.690471	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC608177	2.668629	0.029295	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC608302	2.234074	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608422	3.714901	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC608422	2.792042	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608729	2.309779	0.034408	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC608754	2.222197	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608829	3.07909	0.025329	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC608996	2.348496	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609247	2.833026	0.007096	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609247	2.220379	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC609311	2.046012	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609334	2.520068	0.000201	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609334	2.975362	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC609360	2.011849	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC609360	3.185518	0.006042	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC609478	2.214223	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609874	2.158243	0.000443	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC609981	2.587514	0.014855	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC609989	2.073575	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC610007	3.505152	0.001919	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC610007	2.943423	0.010747	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC610091	2.15427	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC610304	2.024024	0.017097	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC610597	2.298384	0.007096	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC610597	2.244588	0.003729	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC610649	3.967755	0.002279	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC610669	2.254656	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611190	2.080775	0.006077	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611301	2.643404	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC611352	2.036496	0.048341	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC611359	2.193578	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611400	2.797608	0.000537	GSE6012_L	L_N	Up	no	no	no	no	Human
